Customer ID,Australia,Belgium,Channel Islands,Denmark,EIRE,France,Germany,Japan,Netherlands,Nigeria,Poland,Portugal,Spain,USA,United Kingdom
14621.0,,,,,,,,,,,,,,,19.1
14644.0,,,,,,,,,,,,,,,43.35
14646.0,,,,,,,,,49.33,,,,,,
14653.0,,,,,,,,,,,,,,,62.2
14654.0,,,,,,,,,,,,,,,35.85
14662.0,,,,,,,,,,,,,,,30.15
14667.0,,,,,,,,,,,,,,,38.47
14669.0,,,,,,,,,,,,,,,256.71
14710.0,,,,,,,,,,,,,,,29.55
14713.0,,,,,,,,,,,,,,,38.52
14739.0,,,,,,,,,,,,,,,27.22
14748.0,,,,,,,,,,,,,,,4.25
14750.0,,,,,,,,,,,,,,,84.3
14755.0,,,,,,,,,,,,,,,106.99
14771.0,,,,,,,,,,,,,,,23.6
14799.0,,,,,,,,,,,,,,,34.15
14831.0,,,,,,,,,,,,,,,119.3
14838.0,,,,,,,,,,,,,,,24.8
14841.0,,,,,,,,,,,,,,,54.76
14865.0,,,,,,,,,,,,,,,0.65
14871.0,,,,,,,,,,,,,,,45.8
14894.0,,,,,,,,,,,,,,,17.25
14895.0,,,,,,,,,,,,,,,17.37
14898.0,,,,,,,,,,,,,,,56.15
14905.0,,,,,,,,,,,,,,,25.650000000000002
14911.0,,,,,108.49,,,,,,,,,,
14915.0,,,,,,,,,,,,,,,29.84
14952.0,,,,,,,,,,,,,,,7.55
14958.0,,,,,,,,,,,,,,,58.04
14967.0,,,,,,,,,,,,,,,10.8
14980.0,,,,,,,,,,,,,,,83.7
14987.0,,,,,,,,,,,,,,,13.05
15005.0,,,,,,,,,,,,,,,138.33
15051.0,,,,,,,,,,,,,,,92.61
15061.0,,,,,,,,,,,,,,,54.87
15091.0,,,,,,,,,,,,,,,2.95
15179.0,,,,,,,,,,,,,,,118.56
15194.0,,,,,,,,,,,,,,,14.89
15254.0,,,,,,,,,,,,,,,14.95
15255.0,,,,,,,,,,,,,,,25.69
15265.0,,,,,,,,,,,,,,,48.23
15287.0,,,,,,,,,,,,,,,5.87
15291.0,,,,,,,,,,,,,,,16.5
15299.0,,,,,,,,,,,,,,,28.0
15311.0,,,,,,,,,,,,,,,100.39
15326.0,,,,,,,,,,,,,,,109.45
15353.0,,,,,,,,,,,,,,,177.34
15362.0,,,,,,,,,,,,,,,83.45
15380.0,,,,,,,,,,,,,,,16.59
15413.0,,,,,,,,,,,,,,,11.879999999999999
15461.0,,,,,,,,,,,,,,,25.65
15466.0,,,,,,,,,,,,,,,236.13
15482.0,,,,,,,,,,,,,,,2019.43
15485.0,,,,,,,,,,,,,,,106.86
15523.0,,,,,,,,,,,,,,,27.55
15542.0,,,,,,,,,,,,,,,399.57
15550.0,,,,,,,,,,,,,,,19.9
15581.0,,,,,,,,,,,,,,,292.34
15601.0,,,,,,,,,,,,,,,118.16
15602.0,,,,,,,,,,,,,,,28.39
15614.0,,,,,,,,,,,,,,,12.75
15615.0,,,,,,,,,,,,,,,58.14
15658.0,,,,,,,,,,,,,,,81.5
15662.0,,,,,,,,,,,,,,,10.18
15680.0,,,,,,,,,,,,,,,27.38
15712.0,,,,,,,,,,,,,,,43.35
15719.0,,,,,,,,,,,,,,,189.55
15750.0,,,,,,,,,,,,,,,112.05
15755.0,,,,,,,,,,,,,,,47.35
15759.0,,,,,,,,,,,,,,,14.06
15768.0,,,,,,,,,,,,,,,232.27
15793.0,,,,,,,,,,,,,,,14.65
15794.0,,,,,,,,,,,,,,,50.65
15796.0,,,,,,,,,,,,,,,16.33
15808.0,,,,,,,,,,,,,,,84.59
15833.0,,,,,,,,,,,,,,,19.35
15856.0,,,,,,,,,,,,,,,72.2
15884.0,,,,,,,,,,,,,,,33.31
15917.0,,,,,,,,,,,,,,,99.12
15945.0,,,,,,,,,,,,,,,20.02
15953.0,,,,,,,,,,,,,,,12.26
15965.0,,,,,,,,,,,,,,,2.76
15967.0,,,,,,,,,,,,,,,122.26
15984.0,,,,,,,,,,,,,,,58.69
15989.0,,,,,,,,,,,,,,,112.6
15998.0,,,,,,,,,,,,,,,271.84
16003.0,,,,,,,,,,,,,,,77.14
16011.0,,,,,,,,,,,,,,,106.55
16086.0,,,,,,,,,,,,,,,74.55
16126.0,,,,,,,,,,,,,,,50.2
16128.0,,,,,,,,,,,,,,,7.15
16131.0,,,,,,,,,,,,,,,128.32
16139.0,,,,,,,,,,,,,,,53.11
16150.0,,,,,,,,,,,,,,,6.3
16156.0,,,,,,,,,,,,,,,29.400000000000002
16159.0,,,,,,,,,,,,,,,44.34
16163.0,,,,,,,,,,,,,,,248.4
16167.0,,,,,,,,,,,,,,,53.57
16168.0,,,,,,,,,,,,,,,86.7
16200.0,,,,,,,,,,,,,,,350.57
16202.0,,,,,,,,,,,,,,,65.35
16210.0,,,,,,,,,,,,,,,30.07
16233.0,,,,,,,,,,,,,,,47.6
16301.0,,,,,,,,,,,,,,,19.94
16321.0,40.4,,,,,,,,,,,,,,
16329.0,,,,,,,,,,,,,,,86.84
16393.0,,,,,,,,,,,,,,,241.14
16422.0,,,,,,,,,,,,,,,0.85
16467.0,,,,,,,,,,,,,,,2.94
16497.0,,,,,,,,,,,,,,,114.85
16525.0,,,,,,,,,,,,,,,35.06
16549.0,,,,,,,,,,,,,,,10.2
16550.0,,,,,,,,,,,,,,,71.24
16558.0,,,,,,,,,,,,,,,31.650000000000002
16563.0,,,,,,,,,,,,,,,23.03
16570.0,,,,,,,,,,,,,,,4.24
16612.0,,,,,,,,,,,,,,,51.339999999999996
16620.0,,,,,,,,,,,,,,,105.08
16700.0,,,,,,,,,,,,,,,66.58
16701.0,,,,,,,,,,,,,,,31.91
16711.0,,,,,,,,,,,,,,,13.05
16714.0,,,,,,,,,,,,,,,7.95
16722.0,,,,,,,,,,,,,,,43.26
16736.0,,,,,,,,,,,,,,,306.57
16763.0,,,,,,,,,,,,,,,64.95
16779.0,,,,,,,,,,,,,,,61.99
16791.0,,,,,,,,,,,,,,,176.13
16797.0,,,,,,,,,,,,,,,98.71
16823.0,,,,,,,,,,,,,,,48.61
16887.0,,,,,,,,,,,,,,,84.60000000000001
16918.0,,,,,,,,,,,,,,,86.79
16955.0,,,,,,,,,,,,,,,3.25
16961.0,,,,,,,,,,,,,,,2.95
16987.0,,,,,,,,,,,,,,,89.56
17017.0,,,,,,,,,,,,,,,16.95
17019.0,,,,,,,,,,,,,,,69.82000000000001
17035.0,,,,,,,,,,,,,,,2.9
17056.0,,,,,,,,,,,,,,,33.0
17063.0,,,,,,,,,,,,,,,63.29
17069.0,,,,,,,,,,,,,,,51.88
17087.0,,,,,,,,,,,,,,,38.44
17091.0,,,,,,,,,,,,,,,2.95
17155.0,,,,,,,,,,,,,,,24.240000000000002
17189.0,,,,,,,,,,,,,,,38.65
17191.0,,,,,,,,,,,,,,,112.68
17193.0,,,,,,,,,,,,,,,1.25
17209.0,,,,,,,,,,,,,,,23.45
17238.0,,,,,,,,,,,,,,,107.1
17243.0,,,,,,,,,,,,,,,89.29
17246.0,,,,,,,,,,,,,,,6.970000000000001
17271.0,,,,,,,,,,,,,,,143.56
17287.0,,,,,,,,,,,,,,,80.13
17293.0,,,,,,,,,,,,,,,10.44
17314.0,,,,,,,,,,,,,,,18.55
17322.0,,,,,,,,,,,,,,,35.97
17329.0,,,,,,,,,,,,,,,89.02
17343.0,,,,,,,,,,,,,,,31.71
17345.0,,,,,,,,,,,,,,,77.38
17372.0,,,,,,,,,,,,,,,76.15
17377.0,,,,,,,,,,,,,,,207.08
17411.0,,,,,,,,,,,,,,,54.0
17412.0,,,,,,,,,,,,,,,33.75
17414.0,,,,,,,,,,,,,,,2.55
17428.0,,,,,,,,,,,,,,,70.71
17432.0,,,,,,,,,,,,,,,120.95
17465.0,,,,,,,,,,,,,,,60.03
17476.0,,,,,,,,,,,,,,,72.69
17485.0,,,,,,,,,,,,,,,22.1
17511.0,,,,,,,,,,,,,,,75.49
17519.0,,,,,,,,,,,,,,,47.08
17576.0,,,,,,,,,,,,,,,73.26
17581.0,,,,,,,,,,,,,,,74.05
17592.0,,,,,,,,,,,,,,,103.1
17606.0,,,,,,,,,,,,,,,13.3
17611.0,,,,,,,,,,,,,,,237.89000000000001
17641.0,,,,,,,,,,,,,,,6.95
17660.0,,,,,,,,,,,,,,,106.34
17663.0,,,,,,,,,,,,,,,1.25
17679.0,,,,,,,,,,,,,,,30.77
17700.0,,,,,,,,,,,,,,,146.14000000000001
17716.0,,,,,,,,,,,,,,,42.35
17742.0,,,,,,,,,,,,,,,69.15
17764.0,,,,,,,,,,,,,,,93.9
17768.0,,,,,,,,,,,,,,,54.6
17804.0,,,,,,,,,,,,,,,72.32000000000001
17809.0,,,,,,,,,,,,,,,17.2
17818.0,,,,,,,,,,,,,,,86.46000000000001
17841.0,,,,,,,,,,,,,,,315.07
17851.0,,,,,,,,,,,,,,,114.51
17853.0,,,,,,,,,,,,,,,138.77
17865.0,,,,,,,,,,,,,,,72.64
17867.0,,,,,,,,,,,,,,,124.0
17909.0,,,,,,,,,,,,,,,48.05
17913.0,,,,,,,,,,,,,,,75.05
17940.0,,,,,,,,,,,,,,,1.0
17949.0,,,,,,,,,,,,,,,21.22
17961.0,,,,,,,,,,,,,,,2.1
17984.0,,,,,,,,,,,,,,,119.1
17998.0,,,,,,,,,,,,,,,212.79000000000002
18001.0,,,,,,,,,,,,,,,32.64
18037.0,,,,,,,,,,,,,,,21.95
18087.0,,,,,,,,,,,,,,,18.47
18102.0,,,,,,,,,,,,,,,79.05
18108.0,,,,,,,,,,,,,,,110.8
18168.0,,,,,,,,,,,,,,,43.879999999999995
18229.0,,,,,,,,,,,,,,,18.200000000000003
18287.0,,,,,,,,,,,,,,,2.55
